ISIN|PANZA L1|PANZA L2|PANZA L3|Name|Subindustry
SE0000202624|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Getinge AB|Diversified Medical Devices and Instruments
IT0005411209|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|GVS SpA|Diversified Medical Devices and Instruments
SE0002148817|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DIAGNOSTICS EQUIPMENT & CONSUMABLES|Hansa Biopharma AB|Immunoassays Clinical Diagnostics Devices
NL0000009538|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Koninklijke Philips NV|Diversified Medical Devices and Instruments
CH0468525222|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Medacta Group SA|Joint Replacement and Reconstruction Devices
CH0386200239|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Medartis Holding AG|Other Orthopedics Devices
FR0011341205|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Nanobiotix SA|Oncology Devices
GB0006650450|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Oxford Instruments PLC|Diversified Medical Devices and Instruments
NO0010000045|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|PhotoCure ASA|Oncology Devices
FI0009010912|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Revenio Group Oyj|Ophthalmology Devices
DE0007165631|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Sartorius AG|Diversified Medical Devices and Instruments
FR0013154002|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Sartorius Stedim Biotech|Diversified Medical Devices and Instruments
SE0015988373|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Sedana Medical AB|Anesthesiology Devices
DE000SHL1006|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DIAGNOSTICS EQUIPMENT & CONSUMABLES|Siemens Healthineers AG|Radiology Devices
GB0009223206|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Smith & Nephew PLC|Other Orthopedics Devices
CH0012549785|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Sonova Holding AG|Ear, Nose and Throat (ENT) Devices
CH0012280076|CONSUMER DISCRETIONARY|AESTHETIC MEDICINE|DENTAL|Straumann Holding AG|Dental Devices
SE0014428512|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Surgical Science Sweden AB|Surgical Robotic Systems
CH0012100191|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Tecan Group AG|Diversified Medical Devices and Instruments
SE0011205202|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Vitrolife AB|Obstetrics and Gynecology Devices
FR0012333284|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Abivax SA|Diversified Biopharmaceuticals
GB0031030819|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Alliance Pharma PLC|Diversified Biopharmaceuticals
ES0157097017|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Almirall SA|Diversified Biopharmaceuticals
GB0009895292|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|AstraZeneca PLC|Diversified Biopharmaceuticals
DE000BAY0017|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Bayer AG|Diversified Biopharmaceuticals
SE0010323311|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|BioArctic AB|Neurology Biopharmaceuticals
SE0010441584|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Calliditas Therapeutics AB|Autoimmune Disorders Biopharmaceuticals
SE0007692850|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Camurus AB|Diversified Biopharmaceuticals
NL0011832936|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|COSMO Pharmaceuticals NV|Gastrointestinal Tract Biopharmaceuticals
DE000A2GS5D8|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Dermapharm Holding SE|Diversified Biopharmaceuticals
ES0134950F36|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Faes Farma SA|Diversified Biopharmaceuticals
BE0003818359|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Galapagos NV|Diversified Biopharmaceuticals
GB0009252882|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|GlaxoSmithKline PLC|Diversified Biopharmaceuticals
ES0171996087|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Grifols SA|Diversified Biopharmaceuticals
DK0010287234|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|H Lundbeck A/S|Neurology Biopharmaceuticals
CH0363463438|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Idorsia Ltd|Neurology Biopharmaceuticals
GB00BRS65X63|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Indivior PLC|Toxicology Biopharmaceuticals
FR0013233012|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Inventiva SACA|Diversified Biopharmaceuticals
ES0157261019|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Laboratorios Farmaceuticos Rovi SA|Diversified Biopharmaceuticals
DE0006599905|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Merck KGaA|Diversified Biopharmaceuticals
BE0974283153|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Mithra Pharmaceuticals SA|Child Birth and Contraception Biopharmaceuticals
CH0012005267|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Novartis AG|Diversified Biopharmaceuticals
DK0060534915|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Novo Nordisk A/S|Type 1 Diabetes Biopharmaceuticals
FI0009014377|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Orion Oyj|Diversified Biopharmaceuticals
NL0010391025|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Pharming Group NV|Immune Deficiency Disorders Biopharmaceuticals
IT0005373789|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Philogen SpA|Diversified Biopharmaceuticals
IT0003828271|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Recordati Industria Chimica e Farmaceuti|Diversified Biopharmaceuticals
CH0100191136|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Relief Therapeutics Holding AG|Lower Respiratory Biopharmaceuticals
CH0012032048|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Roche Holding AG|Diversified Biopharmaceuticals
FR0000120578|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Sanofi|Diversified Biopharmaceuticals
SE0000872095|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Swedish Orphan Biovitrum AB|Hematology Biopharmaceuticals
GB00B0381Z20|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Synairgen PLC|Diversified Biopharmaceuticals
BE0003739530|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|UCB SA|Neurology Biopharmaceuticals
CH0364749348|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Vifor Pharma AG|Diversified Biopharmaceuticals
DK0060257814|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Zealand Pharma A/S|Diversified Biopharmaceuticals
SE0014401378|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|AddLife AB|Diversified Healthcare Distributors
SE0009663826|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Ambea AB|Other Long-Term Care Facilities
IT0004056880|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Amplifon SpA|Medical Equipment Distributors
ES0105148003||||Atrys Health SA|
SE0007666110|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Attendo AB|Other Long-Term Care Facilities
GB00BYYW9G87|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Avacta Group PLC|Diversified Healthcare Services
CH0012530207|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Bachem Holding AG|Active and Intermediate Chemicals OEMs
NO0010123060|INDUSTRIALS|SOFTWARE|SOFTWARE - HEALTHCARE|Carasent ASA|Patient Data Management Software
GB00B89J2419|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Clinigen Group Plc|Other Pharmaceuticals Distributors
DE000A288904|INDUSTRIALS|SOFTWARE|SOFTWARE - HEALTHCARE|CompuGroup Medical SE & Co KgaA|Healthcare Management Software
CH0582581713|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Dottikon Es Holding AG|Active and Intermediate Chemicals OEMs
GB00B61D1Y04|INDUSTRIALS|SOFTWARE|SOFTWARE - HEALTHCARE|EMIS Group PLC|Healthcare Management Software
GB00BN7ZCY67|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Ergomed PLC|Clinical Limited Service CROs
KYG3224D1088|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|EuroEyes International Eye Clinic Ltd|Vision Health Services
FR0014000MR3|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Eurofins Scientific SE|Diversified Healthcare Services
DE0005664809|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Evotec SE|Multi-Type Drug Discovery Services
BE0003874915|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Fagron|Diversified Healthcare Distributors
DE0005785802|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Fresenius Medical Care AG & Co KGaA|Specialized Patient Care
DE0005785604|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Fresenius SE & Co KGaA|Diversified Patient Care
CH0360674466|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Galenica AG|Wholesale/Generic Pharmaceuticals Distributors
IT0005345233|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Garofalo Health Care SpA|General and Acute Hospitals
FR0010386334|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Korian SA|Other Long-Term Care Facilities
CH0013841017|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Lonza Group AG|Other Biopharmaceutical OEMs
SE0009778848|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Medicover AB|Diversified Patient Care
FI0009014351|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Oriola Oyj|Diversified Healthcare Services
FR0000184798|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Orpea SA|Diversified Patient Care
GB00BDFBVT43|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Oxford Biomedica PLC|Biologics OEMs
FR0012882389|INDUSTRIALS|SOFTWARE|SOFTWARE - HEALTHCARE|Pharmagest Interactive|Healthcare Management Software
SE0016278196|INDUSTRIALS|SOFTWARE|SOFTWARE - HEALTHCARE|Sectra AB|Patient Data Management Software
CH0014284498|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA MANUFACTURING & SERVICES|Siegfried Holding AG|Active and Intermediate Chemicals OEMs
GB00BNLPYF73|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Spire Healthcare Group PLC|General and Acute Hospitals
DE000STRA555|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|STRATEC SE|Diversified Medical Device OEMs
IE00BJ5FQX74|CONSUMER NON-DISCRETIONARY|HEALTHCARE|DISTRIBUTION|Uniphar PLC|Wholesale/Generic Pharmaceuticals Distributors
CH0019396990|CONSUMER NON-DISCRETIONARY|HEALTHCARE|TREATMENT EQUIPMENT & CONSUMABLES|Ypsomed Holding AG|Diversified Medical Device OEMs
DK0060027142|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|ALK-Abello A/S|Allergies Biopharmaceuticals
CH0011432447|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Basilea Pharmaceutica AG|General Infectious Diseases Biopharmaceuticals
DK0015998017|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Bavarian Nordic A/S|Viral Biopharmaceuticals
NO0010650013|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Bergenbio ASA|Other Oncology Biopharmaceuticals
FR0010425595|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Cellectis SA|Hematological Oncology Biopharmaceuticals
FR0010417345|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|DBV Technologies SA|Allergies Biopharmaceuticals
DK0010272202|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Genmab A/S|Hematological Oncology Biopharmaceuticals
FR0010259150|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Ipsen SA|Other Oncology Biopharmaceuticals
DE0006632003|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|MorphoSys AG|Hematological Oncology Biopharmaceuticals
SE0009414576|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Oncopeptides AB|Hematological Oncology Biopharmaceuticals
ES0169501022|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Pharma Mar SA|Other Oncology Biopharmaceuticals
NO0010714785|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Vaccibody AS|Other Oncology Biopharmaceuticals
FR0004056851|CONSUMER NON-DISCRETIONARY|HEALTHCARE|PHARMA|Valneva SE|General Infectious Diseases Biopharmaceuticals
NL0000235190|INDUSTRIALS|TRANSPORT|AEROSPACE|Airbus SE|Aircraft Manufacturing
GB0000667013|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|OUTSOURCING|Avon Protection PLC|Security and Safety Equipment Manufacturing
GB0009697037|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Babcock International Group PLC|Defense Contractors
GB0002634946|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|BAE Systems PLC|Advanced Combat and Support Systems Manufacturing
GB00B45C9X44|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Chemring Group PLC|Advanced Combat and Support Systems Manufacturing
FR0014004L86|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Dassault Aviation SA|Advanced Combat and Support Systems Manufacturing
AT00000FACC2|INDUSTRIALS|TRANSPORT|AEROSPACE|FACC AG|Aerostructures and Composite Parts Makers
DE000HAG0005|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Hensoldt AG|Defense Electronics Equipment Manufacturing
IT0003856405|INDUSTRIALS|TRANSPORT|AEROSPACE|Leonardo SpA|General Aviation Equipment Manufacturing
GB0005758098|INDUSTRIALS|TRANSPORT|AEROSPACE|Meggitt PLC|Aircraft Instrument/Electromechanical Part Makers
DE0005936124|CONSUMER NON-DISCRETIONARY|TELECOM|TELCO EQUIPMENT|OHB SE|Satellite Systems Manufacturing
GB00B0WMWD03|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|QinetiQ Group PLC|Defense Contractors
DE0007030009|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Rheinmetall AG|Diversified Defense Providers
GB00B63H8491|INDUSTRIALS|TRANSPORT|AEROSPACE|Rolls-Royce Holdings PLC|Aircraft Engine and Engine Parts Makers
SE0000112385|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Saab AB|Diversified Defense Providers
FR0000073272|INDUSTRIALS|TRANSPORT|AEROSPACE|Safran SA|Other Aircraft Parts, Equipment and Services
GB0007958233|INDUSTRIALS|TRANSPORT|AEROSPACE|Senior PLC|Diversified Aerospace and Defense Manufacturing
FR0000121329|INDUSTRIALS|TRANSPORT|AEROSPACE|Thales SA|Diversified Aerospace and Defense Manufacturing
GB0009123323|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|DEFENCE|Ultra Electronics Holdings PLC|Defense Electronics Equipment Manufacturing
FR0010220475|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Alstom SA|Rail Equipment Manufacturers
ES0121975009|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Construcciones y Auxiliar de Ferrocarril|Rail Equipment Manufacturers
IT0001415246|INDUSTRIALS|TRANSPORT|EQUIPMENT - SHIPPING|Fincantieri SpA|Ship Builders and Ship Repairs
FR0011726835|INDUSTRIALS|TRANSPORT|EQUIPMENT - SHIPPING|Gaztransport Et Technigaz SA|Ship Builders and Ship Repairs
NO0003067902|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|Hexagon Composites ASA|Commercial/Public Service Vehicle Component Makers
DE000JST4000|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|JOST Werke AG|Commercial/Public Service Vehicle Component Makers
DE000KBX1006|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Knorr-Bremse AG|Rail Equipment Manufacturers
NO0003043309|INDUSTRIALS|TRANSPORT|EQUIPMENT - SHIPPING|Kongsberg Gruppen ASA|Ship Builders and Ship Repairs
AT0000922554|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|ROSENBAUER|Commercial and Public Service Vehicles Makers
DE000SAFH001|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|SAF-Holland SE|Commercial/Public Service Vehicle Component Makers
IT0005388266|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Salcef SpA|Rail Equipment Manufacturers
CH0002178181|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Stadler Rail AG|Rail Equipment Manufacturers
ES0105065009|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Talgo SA|Rail Equipment Manufacturers
DE000TRAT0N7|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|Traton SE|Commercial and Public Service Vehicles Makers
SE0000115446|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|Volvo AB|Heavy Duty Trucks and Trailers Makers
SE0000115420|INDUSTRIALS|TRANSPORT|EQUIPMENT - TRUCK|Volvo AB|Heavy Duty Trucks and Trailers Makers
DE0007667107|INDUSTRIALS|TRANSPORT|EQUIPMENT - RAIL|Vossloh AG|Rail Equipment Manufacturers
FI0009003727|INDUSTRIALS|TRANSPORT|EQUIPMENT - SHIPPING|Wartsila OYJ Abp|Ship Builders and Ship Repairs
ES0105046009|INDUSTRIALS|TRANSPORT|AIRPORTS|Aena SME SA|Airport/Flight Support Infrastructure Operators
FR0010340141|INDUSTRIALS|TRANSPORT|AIRPORTS|Aeroports de Paris|Airport/Flight Support Infrastructure Operators
FR0013258662|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|ALD SA|Road Transportation Infrastructure and Support
IT0003506190|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE|Atlantia SpA|Toll Road Operators
IT0005176406|INDUSTRIALS|TRANSPORT|AIRPORTS|Enav SpA|Airport/Flight Support Infrastructure Operators
AT00000VIE62|INDUSTRIALS|TRANSPORT|AIRPORTS|Flughafen Wien AG|Airport/Flight Support Infrastructure Operators
CH0319416936|INDUSTRIALS|TRANSPORT|AIRPORTS|Flughafen Zurich AG|Airport/Flight Support Infrastructure Operators
DE0005773303|INDUSTRIALS|TRANSPORT|AIRPORTS|Fraport AG Frankfurt Airport Services Wo|Airport/Flight Support Infrastructure Operators
FR0010533075|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE|Getlink SE|Europe, Middle East and Africa Rail Transportation
AT000KAPSCH9|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE|KAPSCH|Toll Road Operators
DK0061141215|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|NTG Nordic Transport Group A/S|Freight Truckload Road Transportation
ES0109067019|INDUSTRIALS|SOFTWARE|SOFTWARE - OTHER VERTICALS|Amadeus IT Group SA|Transportation Industry Software
DK0010244508|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|AP Moller - Maersk A/S|Container Deep Sea and Offshore Shipping
DK0010244425|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|AP Moller - Maersk A/S|Container Deep Sea and Offshore Shipping
MHY0436Q1098|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Atlas Corp.|Container Deep Sea and Offshore Shipping
MHY1771G1026|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Costamare Inc.|Container Deep Sea and Offshore Shipping
DK0060083210|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|D/S Norden A/S|Dry Bulk Deep Sea and Offshore Shipping
MHY1968P1218|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Danaos Corporation|Container Deep Sea and Offshore Shipping
DK0060655629|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Dfds A/S|Container Deep Sea and Offshore Shipping
AT0000818802|INDUSTRIALS|TRANSPORT|AEROSPACE|DO & CO AG|Fuel, Component and Maintenance Providers
DK0060079531|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|DSV A/S|General Transportation and Related Services
MHY235921357|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Euroseas Ltd.|Container Deep Sea and Offshore Shipping
FI0009003644|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Finnlines Oyj|Container Deep Sea and Offshore Shipping
NO0010936792|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE|Froey ASA|Shipping Infrastructure and Services (Ports)
MHY271836006|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Global Ship Lease, Inc. Class A|Container Deep Sea and Offshore Shipping
BMG396372051|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Golden Ocean Group Ltd|Dry Bulk Deep Sea and Offshore Shipping
DE000A0S8488|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE|Hamburger Hafen und Logistik AG|Shipping Infrastructure and Services (Ports)
DE000HLAG475|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Hapag-Lloyd AG|Container Deep Sea and Offshore Shipping
NO0011082075|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Hoegh Autoliners ASA|Container Deep Sea and Offshore Shipping
US57686G1058|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Matson, Inc.|Container Deep Sea and Offshore Shipping
NO0010791353|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|MPC Container Ships AS|Container Deep Sea and Offshore Shipping
DE000A0D9PT0|INDUSTRIALS|TRANSPORT|AEROSPACE|MTU Aero Engines AG|Fuel, Component and Maintenance Providers
BMG7738W1064|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|SFL Corp Ltd|Container Deep Sea and Offshore Shipping
NO0010571680|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Wallenius Wilhelmsen ASA|Container Deep Sea and Offshore Shipping
IL0065100930|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|ZIM Integrated Shipping Services Ltd.|Container Deep Sea and Offshore Shipping
CH0012221716|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|ABB Ltd|Other Industrial Electrical Product Manufacturing
SE0015812417|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|GARO AB|Electrical Systems and Equipment Manufacturing
FR0010307819|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Legrand SA|Electrical Systems and Equipment Manufacturing
DE0005408884|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Leoni AG|Wires and Cables Manufacturing
GB00BZC0LP49|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Luceco PLC|Other Industrial Electrical Product Manufacturing
FR0000044448|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Nexans SA|Wires and Cables Manufacturing
DK0010287663|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|NKT A/S|Wires and Cables Manufacturing
IT0004176001|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Prysmian SpA|Wires and Cables Manufacturing
FR0000121972|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Schneider Electric SE|Other Industrial Electrical Product Manufacturing
NO0010713936|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Zaptec AS/Norway|Battery Charging Equipment Manufacturing
DE000A0HL8N9|INDUSTRIALS|ELECTRIC EQUIPMENT|RENEWABLE EQUIPMENT|2G Energy AG|Diversified Power Generation Equipment Makers
GB00B18S7B29|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|AFC Energy PLC|Fuel Cell Equipment and Technology Providers
NL0012817175|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Alfen Beheer BV|Power Transmission and Distribution Products
SE0011973940|INDUSTRIALS|ELECTRIC EQUIPMENT|RENEWABLE EQUIPMENT|Azelio AB|Diversified Power Generation Equipment Makers
GB00BG5KQW09|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Ceres Power Holdings PLC|Fuel Cell Equipment and Technology Providers
